Metric,Mean,Std,Min,Max
PSNR,29.3164005279541,1.1087217330932617,26.962587356567383,31.804466247558594
SSIM,0.6963537773641992,0.01314084093242458,0.6652391441879962,0.726430546133429
RMSE,0.03448888286948204,0.004411144647747278,0.025690745562314987,0.04486117511987686
MRAE,0.18876062333583832,0.029076112434267998,0.15152330696582794,0.2748795747756958
Spectral Fidelity,0.9952667355537415,0.0007057192269712687,0.993079423904419,0.9966248273849487
Inference Time,19.35795783996582,1.8434733849729883,17.007827758789062,26.204824447631836
Spectral Smoothness Loss,0.005226693605072797,0.0005377772213151204,0.004166745115071535,0.006620864383876324
Spectral TV Loss,0.0443830318748951,0.000924636618933259,0.04244336858391762,0.04649561271071434
