filename,inference_time_ms,psnr,rmse,mrae,ssim,spectral_fidelity,loss_mse_loss,loss_spectral_smoothness_loss,loss_spatial_consistency_loss,loss_spectral_angle_loss,loss_spectral_tv_loss,loss_spectral_dict_loss,loss_ssim_loss
AVIRIS_73.tif,23.527860641479492,29.139454,0.034916222,0.19177285,0.6956726212200414,0.99530196,0.0012191424611955881,0.005028202664107084,0.0005312177236191928,0.08992057293653488,0.04413240775465965,0.0011869772570207715,0.0925629734992981
AVIRIS_9.tif,20.244359970092773,28.231968,0.038761582,0.2178264,0.6871780797969157,0.9947314,0.0015024601016193628,0.005265519954264164,0.0006639217026531696,0.09523425996303558,0.04447155445814133,0.0012212005676701665,0.10371190309524536
AVIRIS_78.tif,18.43714714050293,28.407185,0.037987508,0.208417,0.6890139488669763,0.99496436,0.0014430508017539978,0.005241273436695337,0.0005591304507106543,0.09273441135883331,0.044458188116550446,0.0012253037421032786,0.09507668018341064
AVIRIS_50.tif,20.657062530517578,29.81702,0.032296017,0.17159872,0.705990965187229,0.99551654,0.0010430326219648123,0.005444602109491825,0.0004625123110599816,0.08900737762451172,0.04486102610826492,0.0012900236761197448,0.08950912952423096
AVIRIS_57.tif,25.107145309448242,29.84456,0.032193784,0.18013611,0.6902879978257329,0.99569833,0.0010364396730437875,0.004928880836814642,0.0005175771657377481,0.08625124394893646,0.04396160691976547,0.0011675739660859108,0.09131109714508057
AVIRIS_4.tif,25.449037551879883,29.202,0.034665707,0.18422031,0.6848472255519169,0.9953859,0.0012017112458124757,0.005291716195642948,0.0005428274162113667,0.08947831392288208,0.044559236615896225,0.0012428098125383258,0.09549963474273682
AVIRIS_55.tif,21.474599838256836,29.503576,0.033482756,0.16737556,0.6988535766529388,0.99547565,0.0011210949160158634,0.005795919802039862,0.0005856632487848401,0.08997876197099686,0.04533857852220535,0.0013428999809548259,0.10133510828018188
AVIRIS_25.tif,17.98391342163086,28.650568,0.036937855,0.20059447,0.6934112422329739,0.9951208,0.0013644048012793064,0.005179700441658497,0.0005512914503924549,0.09138059616088867,0.04434883967041969,0.0012162813218310475,0.09340900182723999
AVIRIS_91.tif,17.764806747436523,29.117357,0.035005167,0.19710965,0.6719307802160337,0.99534523,0.001225362066179514,0.005068936385214329,0.0006002846639603376,0.08913498371839523,0.04416222870349884,0.0011843352112919092,0.10222935676574707
AVIRIS_90.tif,18.23592185974121,28.815481,0.036243144,0.184603,0.6674928048361639,0.9953578,0.0013135657645761967,0.005750393494963646,0.0005034561036154628,0.08986064791679382,0.04526436701416969,0.0013354509137570858,0.1036415696144104
