Metric,Mean,Std,Min,Max
PSNR,28.475656509399414,2.159600019454956,16.297649383544922,31.822189331054688
SSIM,0.6948118118047634,0.04078816823382225,0.5163122035212605,0.819558325838397
RMSE,0.03907941281795502,0.012808389030396938,0.02563837170600891,0.15315017104148865
MRAE,94.36518096923828,142.6917724609375,64.0553970336914,3197.65966796875
Spectral Fidelity,0.954196035861969,0.0042630513198673725,0.9412248134613037,0.9587235450744629
Inference Time,49.439841747283936,6.111710754658295,29.661178588867188,76.87902450561523
Spectral Smoothness Loss,0.003932345628272742,0.0011343434126047187,0.0004483026859816164,0.01226657535880804
Spectral TV Loss,0.04214894363284111,0.002255840116327955,0.03320405259728432,0.053851012140512466
