filename,inference_time_ms,psnr,rmse,mrae,ssim,spectral_fidelity,loss_mse_loss,loss_spectral_smoothness_loss,loss_spatial_consistency_loss,loss_spectral_angle_loss,loss_spectral_tv_loss,loss_spectral_dict_loss,loss_ssim_loss
AVIRIS_73.tif,63.22813034057617,29.596176,0.03312769,79.225746,0.6817748637100821,0.95650816,0.0010974439792335033,0.0037642833776772022,0.0015055689727887511,0.1502365618944168,0.041816309094429016,0.001061118207871914,0.11771857738494873
AVIRIS_377.tif,46.87070846557617,29.92286,0.031904873,78.603485,0.6939724673629927,0.95765734,0.0010179211385548115,0.0036152785178273916,0.001383342081680894,0.1380721926689148,0.041676681488752365,0.0010476638562977314,0.08092933893203735
AVIRIS_181.tif,46.86856269836426,30.073965,0.031354636,83.05863,0.6958327805156486,0.9576744,0.000983113655820489,0.003601817414164543,0.0016035155858844519,0.13783606886863708,0.041644103825092316,0.0010403312044218183,0.07883346080780029
AVIRIS_9.tif,46.875953674316406,29.349594,0.034081627,82.01208,0.629882757309153,0.9574462,0.0011615570401772857,0.004362347070127726,0.001927227945998311,0.13934767246246338,0.04303832724690437,0.0012330373283475637,0.11990952491760254
AVIRIS_321.tif,46.87905311584473,28.906126,0.03586689,82.248276,0.6633265950621411,0.95687175,0.0012864338932558894,0.004387195222079754,0.0018993413541465998,0.1455533802509308,0.04318634420633316,0.00126131612341851,0.11629760265350342
AVIRIS_387.tif,46.872854232788086,28.995998,0.03549769,87.36242,0.6974750446318853,0.9574882,0.0012600859627127647,0.004633672535419464,0.0020150013733655214,0.13882406055927277,0.04356992989778519,0.0013407844817265868,0.12399411201477051
AVIRIS_240.tif,46.87213897705078,30.84363,0.028695814,81.75941,0.716263594134578,0.95394474,0.000823449925519526,0.00269501656293869,0.0009612599387764931,0.17011605203151703,0.03973893076181412,0.0007898321491666138,0.1022687554359436
AVIRIS_492.tif,56.998491287231445,29.145042,0.034893766,69.70694,0.6642130204384996,0.9578599,0.0012175743468105793,0.0010191799374297261,0.00039785902481526136,0.13187067210674286,0.0351850762963295,0.00027270830469205976,0.06641966104507446
AVIRIS_78.tif,47.028303146362305,31.175764,0.027619245,83.69905,0.766024501281272,0.9541041,0.000762822397518903,0.001977154752239585,0.0007709729252383113,0.1743507832288742,0.03792830929160118,0.000561284541618079,0.07252061367034912
AVIRIS_455.tif,46.880483627319336,31.167595,0.027645232,69.4628,0.7594767731112736,0.95213157,0.0007642586715519428,0.000935846590436995,0.0004075700417160988,0.18803445994853973,0.03490239009261131,0.0002470260951668024,0.10117852687835693
